col1,col2
18:30.4,1949
18:30.4,1955
18:30.4,1942
18:30.4,1914
18:30.4,1910
18:30.5,1900
18:30.5,1909
18:30.5,1927
18:30.5,1927
18:30.5,1926
18:30.5,1917
18:30.5,1904
18:30.5,1900
18:30.5,1875
18:30.5,1852
18:30.5,1813
18:30.5,1795
18:30.5,1874
18:30.5,1869
18:30.5,1883
18:30.5,1896
18:30.5,1915
18:30.5,1921
18:30.5,1932
18:30.5,1935
18:30.5,1903
18:30.5,1910
18:30.5,1885
18:30.5,1885
18:30.5,1873
18:30.5,1873
18:30.5,1915
18:30.5,1902
18:30.5,1926
18:30.5,1943
18:30.5,1952
18:30.5,1987
18:30.5,2017
18:30.5,1998
18:30.5,1941
18:30.5,1945
18:30.5,1963
18:30.5,1966
18:30.5,1953
18:30.5,1946
18:30.5,1940
18:30.5,1925
18:30.5,1920
18:30.5,1918
18:30.5,1909
18:30.5,1907
18:30.5,1932
18:30.5,1934
18:30.5,1925
18:30.5,1924
18:30.5,1924
18:30.6,1914
18:30.6,1896
18:30.6,1902
18:30.6,1919
18:30.6,1951
18:30.6,1936
18:30.6,1870
18:30.6,1851
18:30.6,1888
18:30.6,1898
18:30.6,1907
18:30.6,1895
18:30.6,1876
18:30.6,1871
18:30.6,1879
18:30.6,1898
18:30.6,1888
18:30.6,1872
18:30.6,1840
18:30.6,1823
18:30.6,1856
18:30.6,1896
18:30.6,1917
18:30.6,1923
18:30.6,1835
18:30.6,1834
18:30.6,1833
18:30.6,1832
18:30.6,1829
18:30.6,1810
18:30.6,1812
18:30.6,1848
18:30.6,1896
18:30.6,1934
18:30.6,1936
18:30.6,1955
18:30.6,1977
18:30.6,1995
18:30.6,1979
18:30.6,1952
18:30.6,1941
18:30.6,1935
18:30.6,1933
18:30.6,1935
18:30.6,1944
18:30.6,1960
18:30.6,1956
18:30.6,1953
18:30.6,1954
18:30.6,1943
18:30.6,1946
18:30.7,1931
18:30.7,1918
18:30.7,1916
18:30.7,1915
18:30.7,1903
18:30.7,1905
18:30.7,1908
18:30.7,1929
18:30.7,1929
18:30.7,1921
18:30.7,1913
18:30.7,1905
18:30.7,1911
18:30.7,1959
18:30.7,1942
18:30.7,1901
18:30.7,1841
18:30.7,1801
18:30.7,1828
18:30.7,1856
18:30.7,1867
18:30.7,1867
18:30.7,1864
18:30.7,1860
18:30.7,1852
18:30.7,1849
18:30.7,1856
18:30.7,1859
18:30.7,1883
18:30.7,1865
18:30.7,1849
18:30.7,1849
18:30.7,1859
18:30.7,1859
18:30.7,1871
18:30.7,1879
18:30.7,1892
18:30.7,1910
18:30.7,1927
18:30.7,1947
18:30.7,1948
18:30.7,1915
18:30.7,1897
18:30.7,1879
18:30.7,1860
18:30.7,1841
18:30.7,1838
18:30.7,1842
18:30.7,1862
18:30.7,1873
18:30.7,1887
18:30.8,1902
18:30.8,1921
18:30.8,1982
18:30.8,2030
18:30.8,2055
18:30.8,2041
18:30.8,2035
18:30.8,2007
18:30.8,1990
18:30.8,1983
18:30.8,1961
18:30.8,1966
18:30.8,1972
18:30.8,1986
18:30.8,1987
18:30.8,1982
18:30.8,1953
18:30.8,1931
18:30.8,1909
18:30.8,1902
18:30.8,1905
18:30.8,1912
18:30.8,1913
18:30.8,1925
18:30.8,1955
18:30.8,1959
18:30.8,1945
18:30.8,1945
18:30.8,1954
18:30.8,1986
18:30.8,1943
18:30.8,1903
18:30.8,1886
18:30.8,1885
18:30.8,1881
18:30.8,1859
18:30.8,1865
18:30.8,1881
18:30.8,1890
18:30.8,1885
18:30.8,1854
18:30.8,1859
18:30.8,1851
18:30.8,1846
18:30.8,1859
18:30.8,1869
18:30.8,1876
18:30.8,1886
18:30.8,1903
18:30.8,1914
18:30.8,1920
18:30.8,1933
18:30.9,1947
18:30.9,1932
18:30.9,1913
18:30.9,1884
18:30.9,1874
18:30.9,1849
18:30.9,1845
18:30.9,1836
18:30.9,1824
18:30.9,1828
18:30.9,1875
18:30.9,1907
18:30.9,1913
18:30.9,1923
18:30.9,1992
18:30.9,2028
18:30.9,2038
18:30.9,2043
18:30.9,2028
18:30.9,1991
18:30.9,1985
18:30.9,1967
18:30.9,1959
18:30.9,1950
18:30.9,1954
18:30.9,1955
18:30.9,1960
18:30.9,1957
18:30.9,1944
18:30.9,1932
18:30.9,1924
18:30.9,1929
18:30.9,1935
18:30.9,1936
18:30.9,1947
18:30.9,1961
18:30.9,1985
18:30.9,1974
18:30.9,1966
18:30.9,1957
18:30.9,1920
18:30.9,1920
18:30.9,1922
18:30.9,1927
18:30.9,1939
18:30.9,1933
18:30.9,1921
18:30.9,1921
18:30.9,1932
18:30.9,1923
18:30.9,1948
18:31.0,1940
18:31.0,1896
18:31.0,1872
18:31.0,1886
18:31.0,1896
18:31.0,1911
18:31.0,1918
18:31.0,1931
18:31.0,1926
18:31.0,1921
18:31.0,1913
18:31.0,1920
18:31.0,1911
18:31.0,1891
18:31.0,1867
18:31.0,1848
18:31.0,1840
18:31.0,1850
18:31.0,1840
18:31.0,1877
18:31.0,1899
18:31.0,1918
18:31.0,1912
18:31.0,1954
18:31.0,2011
18:31.0,2039
18:31.0,2049
18:31.0,2026
18:31.0,1999
18:31.0,1978
18:31.0,1966
18:31.0,1956
18:31.0,1953
18:31.0,1946
18:31.0,1956
18:31.0,1972
18:31.0,1980
18:31.0,1952
18:31.0,1941
18:31.0,1931
18:31.0,1945
18:31.0,1943
18:31.0,1931
18:31.0,1945
18:31.0,1978
18:31.0,1991
18:31.0,1983
18:31.0,1982
18:31.0,1991
18:31.0,1985
18:31.0,1962
18:31.1,1928
18:31.1,1903
18:31.1,1917
18:31.1,1925
18:31.1,1919
18:31.1,1921
18:31.1,1927
18:31.1,1935
18:31.1,1949
18:31.1,1951
18:31.1,1921
18:31.1,1874
18:31.1,1819
18:31.1,1834
18:31.1,1860
18:31.1,1876
18:31.1,1895
18:31.1,1925
18:31.1,1941
18:31.1,1970
18:31.1,1973
18:31.1,1940
18:31.1,1890
18:31.1,1871
18:31.1,1844
18:31.1,1840
18:31.1,1832
18:31.1,1822
18:31.1,1799
18:31.1,1841
18:31.1,1893
18:31.1,1907
18:31.1,1916
18:31.1,1962
18:31.1,2005
18:31.1,2026
18:31.1,2025
18:31.1,2010
18:31.1,1996
18:31.1,1975
18:31.1,1967
18:31.1,1962
18:31.1,1965
18:31.1,1970
18:31.1,1967
18:31.1,1969
18:31.1,1962
18:31.1,1963
18:31.1,1946
18:31.1,1927
18:31.1,1921
18:31.2,1912
18:31.2,1919
18:31.2,1921
18:31.2,1927
18:31.2,1931
18:31.2,1938
18:31.2,1928
18:31.2,1928
18:31.2,1927
18:31.2,1913
18:31.2,1932
18:31.2,1939
18:31.2,1946
18:31.2,1949
18:31.2,1923
18:31.2,1894
18:31.2,1882
18:31.2,1867
18:31.2,1847
18:31.2,1854
18:31.2,1876
18:31.2,1893
18:31.2,1872
18:31.2,1845
18:31.2,1844
18:31.2,1878
18:31.2,1881
18:31.2,1886
18:31.2,1886
18:31.2,1903
18:31.2,1934
18:31.2,1947
18:31.2,1926
18:31.2,1894
18:31.2,1878
18:31.2,1883
18:31.2,1886
18:31.2,1906
18:31.2,1914
18:31.2,1910
18:31.2,1884
18:31.2,1890
18:31.2,1863
18:31.2,1867
18:31.2,1851
18:31.2,1841
18:31.2,1830
18:31.2,1827
18:31.2,1810
18:31.2,1807
18:31.2,1815
18:31.3,1818
18:31.3,1803
18:31.3,1768
18:31.3,1772
18:31.3,1837
18:31.3,1851
18:31.3,1915
18:31.3,1916
18:31.3,1915
18:31.3,1915
18:31.3,1913
18:31.3,1913
18:31.3,1913
18:31.3,1922
18:31.3,1901
18:31.3,1881
18:31.3,1865
18:31.3,1853
18:31.3,1854
18:31.3,1859
18:31.3,1853
18:31.3,1868
18:31.3,1888
18:31.3,1910
18:31.3,1919
18:31.3,1924
18:31.3,1907
18:31.3,1907
18:31.3,1903
18:31.3,1897
18:31.3,1895
18:31.3,1899
18:31.3,1921
18:31.3,1921
18:31.3,1931
18:31.3,1963
18:31.3,1995
18:31.3,1966
18:31.3,1949
18:31.3,1931
18:31.3,1928
18:31.3,1926
18:31.3,1911
18:31.3,1895
18:31.3,1909
18:31.3,1936
18:31.3,1937
18:31.3,1904
18:31.3,1861
18:31.3,1854
18:31.3,1876
18:31.4,1893
18:31.4,1903
18:31.4,1892
18:31.4,1894
18:31.4,1883
18:31.4,1892
18:31.4,1911
18:31.4,1925
18:31.4,1921
18:31.4,1912
18:31.4,1902
18:31.4,1905
18:31.4,1894
18:31.4,1870
18:31.4,1862
18:31.4,1860
18:31.4,1878
18:31.4,1867
18:31.4,1846
18:31.4,1858
18:31.4,1862
18:31.4,1854
18:31.4,1816
18:31.4,1811
18:31.4,1861
18:31.4,1913
18:31.4,1898
18:31.4,1914
18:31.4,1942
18:31.4,1974
18:31.4,1968
18:31.4,1959
18:31.4,1958
18:31.4,1946
18:31.4,1931
18:31.4,1923
18:31.4,1938
18:31.4,1944
18:31.4,1957
18:31.4,1960
18:31.4,1970
18:31.4,1975
18:31.4,1971
18:31.4,1979
18:31.4,1972
18:31.4,1961
18:31.4,1963
18:31.4,1952
18:31.4,1942
18:31.4,1924
18:31.4,1923
18:31.4,1919
18:31.5,1915
18:31.5,1915
18:31.5,1929
18:31.5,1922
18:31.5,1922
18:31.5,1905
18:31.5,1908
18:31.5,1900
18:31.5,1891
18:31.5,1888
18:31.5,1889
18:31.5,1911
18:31.5,1942
18:31.5,1941
18:31.5,1906
18:31.5,1878
18:31.5,1858
18:31.5,1890
18:31.5,1881
18:31.5,1881
18:31.5,1869
18:31.5,1871
18:31.5,1878
18:31.5,1879
18:31.5,1875
18:31.5,1866
18:31.5,1850
18:31.5,1870
18:31.5,1865
18:31.5,1873
18:31.5,1867
18:31.5,1881
18:31.5,1874
18:31.5,1868
18:31.5,1871
18:31.5,1876
18:31.5,1884
18:31.5,1894
18:31.5,1898
18:31.5,1905
18:31.5,1903
18:31.5,1894
18:31.5,1886
18:31.5,1874
18:31.5,1875
18:31.5,1858
18:31.5,1838
18:31.5,1846
18:31.5,1841
18:31.5,1833
18:31.5,1808
18:31.6,1791
18:31.6,1804
18:31.6,1814
18:31.6,1850
18:31.6,1884
18:31.6,1950
18:31.6,1998
18:31.6,2027
18:31.6,2048
18:31.6,2045
18:31.6,1995
18:31.6,1964
18:31.6,1953
18:31.6,1960
18:31.6,1965
18:31.6,1957
18:31.6,1972
18:31.6,1975
18:31.6,1979
18:31.6,1963
18:31.6,1939
18:31.6,1932
18:31.6,1953
18:31.6,1953
18:31.6,1953
18:31.6,1953
18:31.6,1956
18:31.6,1960
18:31.6,1979
18:31.6,1986
18:31.6,1951
18:31.6,1915
18:31.6,1925
18:31.6,1938
18:31.6,1940
18:31.6,1930
18:31.6,1931
18:31.6,1929
18:31.6,1941
18:31.6,1937
18:31.6,1908
18:31.6,1876
18:31.6,1881
18:31.6,1894
18:31.6,1902
18:31.6,1916
18:31.6,1928
18:31.6,1935
18:31.6,1935
18:31.6,1935
18:31.6,1920
18:31.7,1907
18:31.7,1899
18:31.7,1868
18:31.7,1850
18:31.7,1846
18:31.7,1838
18:31.7,1858
18:31.7,1910
18:31.7,1929
18:31.7,1935
18:31.7,1970
18:31.7,2009
18:31.7,2041
18:31.7,2043
18:31.7,1989
18:31.7,1938
18:31.7,1952
18:31.7,1954
18:31.7,1965
18:31.7,1968
18:31.7,1973
18:31.7,1959
18:31.7,1941
18:31.7,1928
18:31.7,1932
18:31.7,1928
18:31.7,1931
18:31.7,1937
18:31.7,1937
18:31.7,1949
18:31.7,1955
18:31.7,1963
18:31.7,1954
18:31.7,1951
18:31.7,1953
18:31.7,1929
18:31.7,1945
18:31.7,1946
18:31.7,1913
18:31.7,1895
18:31.7,1887
18:31.7,1883
18:31.7,1875
18:31.7,1876
18:31.7,1902
18:31.7,1924
18:31.7,1924
18:31.7,1940
18:31.7,1919
18:31.7,1895
18:31.7,1872
18:31.8,1866
18:31.8,1867
18:31.8,1873
18:31.8,1881
18:31.8,1892
18:31.8,1901
18:31.8,1911
18:31.8,1927
18:31.8,1914
18:31.8,1909
18:31.8,1913
18:31.8,1911
18:31.8,1899
18:31.8,1891
18:31.8,1881
18:31.8,1865
18:31.8,1838
18:31.8,1842
18:31.8,1883
18:31.8,1908
18:31.8,1925
18:31.8,1925
18:31.8,1962
18:31.8,2022
18:31.8,2048
18:31.8,2071
18:31.8,2060
18:31.8,2022
18:31.8,2000
18:31.8,1993
18:31.8,1991
18:31.8,1988
18:31.8,1979
18:31.8,1971
18:31.8,1968
18:31.8,1969
18:31.8,1977
18:31.8,1965
18:31.8,1952
18:31.8,1949
18:31.8,1939
18:31.8,1929
18:31.8,1951
18:31.8,1960
18:31.8,1961
18:31.8,1959
18:31.8,1958
18:31.8,1964
18:31.8,1961
18:31.8,1955
18:31.8,1953
18:31.8,1966
18:31.9,1977
18:31.9,1986
18:31.9,1983
18:31.9,1943
18:31.9,1910
18:31.9,1893
18:31.9,1906
18:31.9,1911
18:31.9,1913
18:31.9,1914
18:31.9,1923
18:31.9,1928
18:31.9,1939
18:31.9,1937
18:31.9,1917
18:31.9,1896
18:31.9,1906
18:31.9,1908
18:31.9,1910
18:31.9,1904
18:31.9,1903
18:31.9,1900
18:31.9,1892
18:31.9,1898
18:31.9,1901
18:31.9,1906
18:31.9,1894
18:31.9,1884
18:31.9,1863
18:31.9,1851
18:31.9,1846
18:31.9,1842
18:31.9,1840
18:31.9,1829
18:31.9,1847
18:31.9,1879
18:31.9,1909
18:31.9,1917
18:31.9,2001
18:31.9,2001
18:31.9,1995
18:31.9,1988
18:31.9,1953
18:31.9,1936
18:31.9,1930
18:31.9,1937
18:31.9,1944
18:31.9,1954
18:31.9,1953
18:31.9,1937
18:31.9,1932
18:32.0,1929
18:32.0,1918
18:32.0,1931
18:32.0,1942
18:32.0,1955
18:32.0,1947
18:32.0,1941
18:32.0,1941
18:32.0,1951
18:32.0,1957
18:32.0,1950
18:32.0,1942
18:32.0,1952
18:32.0,1955
18:32.0,1927
18:32.0,1887
18:32.0,1867
18:32.0,1869
18:32.0,1885
18:32.0,1907
18:32.0,1915
18:32.0,1951
18:32.0,1937
18:32.0,1898
18:32.0,1858
18:32.0,1827
18:32.0,1840
18:32.0,1885
18:32.0,1892
18:32.0,1900
18:32.0,1906
18:32.0,1909
18:32.0,1915
18:32.0,1907
18:32.0,1915
18:32.0,1899
18:32.0,1879
18:32.0,1868
18:32.0,1859
18:32.0,1847
18:32.0,1854
18:32.0,1849
18:32.0,1820
18:32.0,1801
18:32.0,1796
18:32.0,1843
18:32.0,1849
18:32.0,1846
18:32.0,1903
18:32.0,1948
18:32.0,1965
18:32.1,1959
18:32.1,1946
18:32.1,1928
18:32.1,1930
18:32.1,1947
18:32.1,1923
18:32.1,1925
18:32.1,1930
18:32.1,1935
18:32.1,1949
18:32.1,1945
18:32.1,1955
18:32.1,1939
18:32.1,1940
18:32.1,1939
18:32.1,1931
18:32.1,1933
18:32.1,1946
18:32.1,1959
18:32.1,1966
18:32.1,1955
18:32.1,1951
18:32.1,1940
18:32.1,1936
18:32.1,1929
18:32.1,1924
18:32.1,1908
18:32.1,1875
18:32.1,1833
18:32.1,1780
18:32.1,1772
18:32.1,1791
18:32.1,1787
18:32.1,1806
18:32.1,1864
18:32.1,1887
18:32.1,1887
18:32.1,1866
18:32.1,1852
18:32.1,1846
18:32.1,1856
18:32.1,1857
18:32.1,1867
18:32.1,1872
18:32.1,1866
18:32.1,1869
18:32.1,1868
18:32.1,1861
18:32.1,1862
18:32.1,1865
18:32.1,1863
18:32.2,1863
18:32.2,1852
18:32.2,1833
18:32.2,1828
18:32.2,1880
18:32.2,1847
18:32.2,1868
18:32.2,1864
18:32.2,1892
18:32.2,1948
18:32.2,1985
18:32.2,1970
18:32.2,1906
18:32.2,1868
18:32.2,1853
18:32.2,1848
18:32.2,1854
18:32.2,1877
18:32.2,1891
18:32.2,1883
18:32.2,1868
18:32.2,1869
18:32.2,1877
18:32.2,1889
18:32.2,1905
18:32.2,1903
18:32.2,1903
18:32.2,1907
18:32.2,1897
18:32.2,1878
18:32.2,1863
18:32.2,1869
18:32.2,1867
18:32.2,1820
18:32.2,1762
18:32.2,1732
18:32.2,1719
18:32.2,1775
18:32.2,1823
18:32.2,1833
18:32.2,1828
18:32.2,1810
18:32.2,1797
18:32.2,1812
18:32.2,1846
18:32.2,1854
18:32.2,1866
18:32.2,1863
18:32.2,1868
18:32.2,1866
18:32.2,1874
18:32.3,1874
18:32.3,1872
18:32.3,1869
18:32.3,1865
18:32.3,1986
18:32.3,1986
18:32.3,1986
18:32.3,1984
18:32.3,1981
18:32.3,1984
18:32.3,1985
18:32.3,2008
18:32.3,2011
18:32.3,2007
18:32.3,1997
18:32.3,1995
18:32.3,1999
18:32.3,2001
18:32.3,1974
18:32.3,1967
18:32.3,1971
18:32.3,1960
18:32.3,1945
18:32.3,1952
18:32.3,1951
18:32.3,1959
18:32.3,1955
18:32.3,1946
18:32.3,1938
18:32.3,1936
18:32.3,1919
18:32.3,1912
18:32.3,1920
18:32.3,1926
18:32.3,1932
18:32.3,1935
18:32.3,1931
18:32.3,1922
18:32.3,1944
18:32.3,1956
18:32.3,1949
18:32.3,1946
18:32.3,1929
18:32.3,1897
18:32.3,1864
18:32.3,1843
18:32.3,1847
18:32.3,1852
18:32.3,1859
18:32.3,1884
18:32.3,1894
18:32.3,1899
18:32.4,1903
18:32.4,1895
18:32.4,1909
18:32.4,1916
18:32.4,1894
18:32.4,1867
18:32.4,1855
18:32.4,1863
18:32.4,1886
18:32.4,1905
18:32.4,1914
18:32.4,1906
18:32.4,1906
18:32.4,1904
18:32.4,1882
18:32.4,1868
18:32.4,1866
18:32.4,1867
18:32.4,1858
18:32.4,1853
18:32.4,1816
18:32.4,1790
18:32.4,1802
18:32.4,1872
18:32.4,1916
18:32.4,1923
18:32.4,1943
18:32.4,1983
18:32.4,2006
18:32.4,2015
18:32.4,2024
18:32.4,1997
18:32.4,1957
18:32.4,1927
18:32.4,1941
18:32.4,1967
18:32.4,1966
18:32.4,1967
18:32.4,1962
18:32.4,1960
18:32.4,1948
18:32.4,1941
18:32.4,1927
18:32.4,1932
18:32.4,1934
18:32.4,1951
18:32.4,1958
18:32.4,1967
18:32.4,1979
18:32.4,1988
18:32.4,1991
18:32.5,1982
18:32.5,1976
18:32.5,1967
18:32.5,1965
18:32.5,1952
